text,intent,sentiment
My refund for Prepaid Plus has not been processed yet. This is completely unacceptable!,Refund,Angry
Can you please help me with I am extremely frustrated with ZENDS customer support.,Complaint,Neutral
Can you please help me with I want a refund for ZENDBiz Connect 500 as it is not working.,Refund,Neutral
My ZENDFleet IoT data speed is very slow. Very happy with the service!,Technical,Happy
My Postpaid Platinum connection keeps dropping every few minutes. I am very disappointed with ZENDS!,Technical,Angry
ZENDS service has been very disappointing lately. Please respond at your earliest convenience.,Complaint,Neutral
I am extremely frustrated! What is the data limit for ZENDFiber Home 300Mbps plan?,Product Inquiry,Angry
Thank you ZENDS! I am unable to make calls on ZENDFiber Home 100Mbps plan.,Technical,Happy
What is the data limit for Prepaid Plus plan? I would appreciate your help.,Product Inquiry,Neutral
Your service is amazing! Your support team was very rude to me.,Complaint,Happy
I was charged $48 but my plan is only $48. I will escalate this issue!,Billing,Angry
Why is my refund taking more than 1 month?,Refund,Neutral
Thank you ZENDS! I am getting error while setting up Postpaid Gold.,Technical,Happy
Can I get a bundle offer for mobile and broadband? Please provide an update.,Product Inquiry,Neutral
Great service so far! Does ZENDBiz Connect 500 support international roaming?,Product Inquiry,Happy
Please refund $80 to my account immediately. Please guide me on this.,Refund,Neutral
This is outrageous! What IoT solutions does ZENDS offer for smart cities?,Product Inquiry,Angry
Can I add family members to my Prepaid Unlimited plan?,Product Inquiry,Neutral
The ZENDFleet IoT app is crashing on my device.,Technical,Neutral
Can I get a bundle offer for mobile and broadband? Please let me know the details.,Product Inquiry,Neutral
Kindly help me with I keep getting transferred between agents with no help.,Complaint,Neutral
I need assistance with How do I migrate to ZENDOffice Net 500 from my current plan?,Product Inquiry,Neutral
Thank you ZENDS! My issue with Postpaid Gold has not been resolved since 2 weeks.,Complaint,Happy
I am eligible for a refund as per ZENDS policy. Kindly look into this matter.,Refund,Neutral
Does Postpaid Platinum support international roaming? I will escalate this issue!,Product Inquiry,Angry
I really enjoy using ZENDS! I cancelled my ZENDFiber Home 300Mbps plan but no refund was given.,Refund,Happy
I filed a complaint 1 week ago and got no response. Thank you for your assistance.,Complaint,Neutral
I am planning to switch providers due to poor service. Looking forward to more great service!,Complaint,Happy
I am eligible for a refund as per ZENDS policy. Looking forward to more great service!,Refund,Happy
My complaint ticket TKT59735 has been ignored. This is completely unacceptable!,Complaint,Angry
I am unable to make calls on Prepaid Basic plan. Awaiting your response.,Technical,Neutral
Could you clarify Can I upgrade from ZENDArchive Storage to a higher plan?,Product Inquiry,Neutral
I really enjoy using ZENDS! My bill shows $200 but I should be charged less.,Billing,Happy
Your service is amazing! What IoT solutions does ZENDS offer for smart cities?,Product Inquiry,Happy
I am happy with ZENDS! Can you explain the charges on my ACC79822 account?,Billing,Happy
I am happy with ZENDS! Your support team was very rude to me.,Complaint,Happy
I need a refund for the unused portion of ZENDOffice Net 1G. I demand an immediate resolution!,Refund,Angry
What are the features of ZENDStorage 1TB plan?,Product Inquiry,Neutral
I cannot login to my ZENDS account since 1 week. I will escalate this issue!,Technical,Angry
How much does ZENDOffice Net 1G cost in Singapore? Please let me know the details.,Product Inquiry,Neutral
This is the worst service ever! Why is my refund taking more than 2 weeks?,Refund,Angry
What are the available plans in India? This has gone too far!,Product Inquiry,Angry
I am unable to make calls on Postpaid Platinum plan. Keep up the great work!,Technical,Happy
I was promised a resolution in 3 days but nothing happened.,Complaint,Neutral
Can I upgrade from Postpaid Silver to a higher plan? Thank you for the excellent support!,Product Inquiry,Happy
This is ridiculous! Your support team was very rude to me.,Complaint,Angry
This is outrageous! What is the difference between Postpaid Gold and Platinum?,Product Inquiry,Angry
Can you please help me with My enterprise account ACC52487 has wrong billing details.,Billing,Neutral
What IoT solutions does ZENDS offer for smart cities?,Product Inquiry,Neutral
Tell me about ZENDCloud VM plans and pricing. Please respond at your earliest convenience.,Product Inquiry,Neutral
Your SLA was breached for my account ACC51245.,Complaint,Neutral
Please escalate my refund request for ZENDIndustrial Sensor. This has gone too far!,Refund,Angry
Thank you ZENDS! Can you explain the charges on my ACC61856 account?,Billing,Happy
Your service is amazing! Can you explain the charges on my ACC30033 account?,Billing,Happy
Your SLA was breached for my account ACC45093. Looking forward to more great service!,Complaint,Happy
I cannot believe this! Can I add family members to my ZENDSmart Parking plan?,Product Inquiry,Angry
This is outrageous! I did not receive my invoice for ZENDArchive Storage this month.,Billing,Angry
Great service so far! I am eligible for a refund as per ZENDS policy.,Refund,Happy
Can you please help me with Can I upgrade from Prepaid Basic to a higher plan?,Product Inquiry,Neutral
I was double charged for ZENDArchive Storage this month. I am very disappointed with ZENDS!,Billing,Angry
I cannot login to my ZENDS account since 1 month.,Technical,Neutral
I am unable to make calls on ZENDFiber Home 100Mbps plan. This needs to be fixed immediately!,Technical,Angry
"Great service so far! I was charged $200 wrongly, I need a refund.",Refund,Happy
My ticket TKT19358 regarding refund has no update. This is completely unacceptable!,Refund,Angry
My auto-payment failed for ZENDFiber Home 1Gbps plan. Thank you for the excellent support!,Billing,Happy
I cannot believe this! My IoT device Postpaid Silver is not sending data.,Technical,Angry
Nobody from ZENDS has followed up on my issue. This has gone too far!,Complaint,Angry
My ZENDIndustrial Sensor data speed is very slow.,Technical,Neutral
What IoT solutions does ZENDS offer for smart cities? This is completely unacceptable!,Product Inquiry,Angry
I am extremely frustrated! What are the available plans in Singapore?,Product Inquiry,Angry
What is the difference between Postpaid Gold and Platinum? This needs to be fixed immediately!,Product Inquiry,Angry
Thank you ZENDS! This is the worst experience I have had with ZENDS.,Complaint,Happy
I am extremely frustrated with ZENDS customer support. I expect an urgent response!,Complaint,Angry
Why is my refund taking more than 5 days? I am very disappointed with ZENDS!,Refund,Angry
I have been waiting for 5 days with no resolution.,Complaint,Neutral
Great service so far! When is my next billing date for ZENDBiz Connect 100?,Billing,Happy
I would like to know I cannot login to my ZENDS account since 3 days.,Technical,Neutral
I am fed up with ZENDS! Why was $100 deducted without any notice?,Billing,Angry
Please refund $30 to my account immediately. I will definitely recommend ZENDS!,Refund,Happy
Your support team was very rude to me. Awaiting your response.,Complaint,Neutral
I am extremely frustrated! Please clarify the tax charges on my ZENDCloud VM Enterprise plan.,Billing,Angry
My ZENDOffice Net 1G eSIM is not activating. Kindly look into this matter.,Technical,Neutral
My bill shows $120 but I should be charged less. ZENDS never disappoints!,Billing,Happy
I am extremely frustrated! I cancelled my Postpaid Gold plan but no refund was given.,Refund,Angry
Can I add family members to my ZENDFiber Home 1Gbps plan? I will escalate this issue!,Product Inquiry,Angry
There is an incorrect charge of $100 on my account. ZENDS is the best provider!,Billing,Happy
Your service is amazing! I am getting error while setting up ZENDIndustrial Sensor.,Technical,Happy
I really enjoy using ZENDS! Can I get a bundle offer for mobile and broadband?,Product Inquiry,Happy
Your service is amazing! Your SLA was breached for my account ACC73699.,Complaint,Happy
What are the available plans in USA? I will definitely recommend ZENDS!,Product Inquiry,Happy
What is the difference between Postpaid Gold and Platinum?,Product Inquiry,Neutral
How do I migrate to ZENDCloud VM Basic from my current plan? I demand an immediate resolution!,Product Inquiry,Angry
I cannot believe this! I filed a complaint 1 month ago and got no response.,Complaint,Angry
This is ridiculous! I cannot login to my ZENDS account since 5 days.,Technical,Angry
This is the worst service ever! Can you explain the charges on my ACC21226 account?,Billing,Angry
The ZENDSmart Parking app is crashing on my device.,Technical,Neutral
Thank you ZENDS! Does ZENDS offer any discount for annual payment?,Product Inquiry,Happy
Refund request for account ACC93748 is still pending. I demand an immediate resolution!,Refund,Angry
Tell me about ZENDCloud VM plans and pricing. Truly satisfied customer here!,Product Inquiry,Happy
Does ZENDSmart Parking support international roaming? Keep up the great work!,Product Inquiry,Happy
I have not received my bill for the past 5 days. This needs to be fixed immediately!,Billing,Angry
Can I get a detailed breakdown of my Prepaid Plus charges? Keep up the great work!,Billing,Happy
I am very angry about this! What is the difference between Postpaid Gold and Platinum?,Product Inquiry,Angry
Can I get a bundle offer for mobile and broadband? Please respond at your earliest convenience.,Product Inquiry,Neutral
"I cancelled ZENDSmart Parking within 7 days, please process my refund. Fix this now or I will switch providers!",Refund,Angry
I did not receive my invoice for ZENDCloud VM Enterprise this month. I will escalate this issue!,Billing,Angry
My refund was rejected but I meet all the criteria. Very happy with the service!,Refund,Happy
I cancelled my Prepaid Basic plan but no refund was given. I expect an urgent response!,Refund,Angry
ZENDS has been wonderful! My enterprise account ACC31643 has wrong billing details.,Billing,Happy
My enterprise account ACC28726 has wrong billing details. Please respond at your earliest convenience.,Billing,Neutral
ZENDS has been wonderful! Why is my bill so high this month for Postpaid Platinum?,Billing,Happy
Can you explain the charges on my ACC44438 account? ZENDS never disappoints!,Billing,Happy
